geography,corrupt_government_yes_2019,corrupt_government_no_2019,corrupt_government_yes_2009,corrupt_government_no_2009,corrupt_bussinesses_yes_2019,corrupt_bussinesses_no_2019,corrupt_bussinesses_yes_2009,corrupt_bussinesses_no_2009,smile_laugh_yes_2019,smile_laugh_no_2019,smile_laugh_yes_2009,smile_laugh_no_2009,rested_yes_2019,rested_no_2019,rested_yes_2009,rested_no_2009,enjoyment_yes_2019,enjoyment_no_2019,enjoyment_yes_2009,enjoyment_no_2009,physical_pain_yes_2019,physical_pain_no_2019,physical_pain_yes_2009,physical_pain_no_2009,worry_yes_2019,worry_no_2019,worry_yes_2009,worry_no_2009,stress_yes_2019,stress_no_2019,stress_yes_2009,stress_no_2009,sadness_yes_2019,sadness_no_2019,sadness_yes_2009,sadness_no_2009,anger_yes_2019,anger_no_2019,anger_yes_2009,anger_no_2009,stranger_return_bag_very_likely_2019,stranger_return_bag_somewhat_likely_2019,stranger_return_bag_not_likely_at_all_2019,police_return_bag_very_likely_2019,police_return_bag_somewhat_likely_2019,police_return_bag_not_likely_at_all_2019,neighbor_return_bag_very_likely_2019,neighbor_return_bag_somewhat_likely_2019,neighbor_return_bag_not_likely_at_all_2019,positive_index_2019,positive_index_2010,negative_index_2019,negative_index_2010,mean_empathic_concern,mean_perspective_taking,mean_total_empathy,patience,risktaking,posrecip,negrecip,altruism,trust,intentions,social,temp,precip,distcr,kgatrstr,western,wb_ssa,wb_mena,wb_eca,wb_sas,wb_eap,wb_nam,wb_lac,reli_b_prot_2000,rugged,ctfp_ave,ln_total_conflicts_prio,abslat,ln_patents_ave,lngdp_ave,mean_prediction_ftr,island,geo_conditions,bio_conditions,hfs_idv,CSIPost1500Ex_aa,ASIPost1500Ex_aa,wvs_important_risk,wvs_important_serve_society,wvs_trust,wvs_child_save,family_ties_pca,nopndrop_wals_w,volunteering_gdp,hofstede_lto,hofstede_idv,hofstede_uai,ln_articles,europe_west,europe_east,cpi_score_2012,cpi_score_2013,cpi_score_2014,cpi_score_2015,cpi_score_2016,cpi_score_2017,cpi_score_2018,cpi_score_2019
Zambia,0.7852939142126709,0.13892842253102966,0.9233331936714715,0.04781804476245549,0.751927531740213,0.17505753630148607,0.8484134428521505,0.10632011647881046,0.7772948367842623,0.2120811449947682,0.7509658058021917,0.23827789784539277,0.6700934892884123,0.3284356331131737,0.7068914102549934,0.2877633449590575,0.6895827876848273,0.298627833193729,0.7096983191884261,0.2896015360414333,0.4273952995565077,0.5722170292328111,0.15068450901854555,0.8486579213139456,0.5357571409127139,0.46161174350765755,0.1672711512977225,0.829656293567128,0.42767035797870334,0.5586927225863046,0.09654812292438864,0.9034518770756114,0.3570901581358504,0.6329979206924823,0.11578653785465537,0.881862607968137,0.28331454969037573,0.7113218853205177,0.08370679738085231,0.9162932026191477,0.1048263112150427,0.1649682985260726,0.6961631851213569,0.39973013427831344,0.19158505187829045,0.3685113102432017,0.3598878436558066,0.24884631499370177,0.36419532012687167,69.36181670010664,NA,40.624550125482976,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37,38,38,38,38,37,35,34
Zimbabwe,0.7103219237892865,0.17442693599906675,0.9036357164561396,0.0643365804880613,0.8044229582736827,0.14241811597265372,0.90912006236060094,0.06893193583148267,0.8255497298361871,0.17445027016381287,0.7604204382974303,0.23902426523683645,0.6262658913045449,0.3737341086954551,0.7091392896152858,0.29030541391898096,0.606248836028335,0.39326753176554446,0.7217025800252714,0.27829741997472857,0.3360644226332339,0.6639355773667661,0.2633278440221161,0.7366721559778839,0.34128032859171614,0.6587196714082838,0.3343420830082899,0.6656579169917102,0.34273376840064607,0.6572662315993539,0.23497974049347653,0.7650202595065235,0.23840900057352185,0.7611177447001568,0.1733298941120594,0.8260807098520291,0.126039490561414,0.873960509438586,0.14578203368816794,0.8520570231790499,0.07454698973454944,0.2110020547592602,0.7034697215064871,0.2890662386374323,0.3484498667007806,0.35547730097082425,0.31164582318618517,0.38979644629214066,0.2936159854946393,68.51337946514982,72.49395070702887,27.690540215210707,13.581495707792254,NA,NA,NA,-0.2385871857404709,0.5231947898864746,-0.1646638661623001,-0.1276615709066391,-0.04083532467484474,-0.5091331005096436,3.997459888458252,-0.33934709429740906,21.577713012695312,59.525821685791016,0.4897820055484772,0.4384908080101013,0,1,0,0,0,0,0,0,0.134,1.1943412599830747,1.0753885507583618,0.6931471824645996,17.83333396911621,NA,6.153831481933594,1,0,-0.8158000111579895,-0.8167999982833862,NA,3390.47705078125,1551.6572265625,2.5239999294281006,3.8299999237060547,0.08776167780160904,0.22901678085327148,0.5082619786262512,0.1092132180929184,NA,30,35,50,0.010199704207479954,0,0,20,21,21,21,22,22,22,24
Algeria,NA,NA,NA,NA,0.6850975514523115,0.2399482555026642,NA,NA,0.6739374681977188,0.3088802630792828,NA,NA,0.6595476050626983,0.33197987362363607,NA,NA,0.46729363529609036,0.504324269509301,NA,NA,0.38003752027414445,0.6153195782688762,NA,NA,0.29827724832582686,0.6888721287812075,NA,NA,0.23174559888286483,0.7574542959084842,NA,NA,0.1472136001019777,0.8440256579999308,NA,NA,0.19425781090644736,0.7989746450101618,NA,NA,0.16755474704209716,0.48075862400345204,0.30114928916184425,0.4275548723204245,0.437660243553215,0.09231615293372064,0.403988567889487,0.44519680620939406,0.11954500702964292,62.67640709293464,NA,25.030635569825257,NA,NA,NA,NA,0.05981524661183357,0.39153048396110535,-0.5982553362846375,0.25490081310272217,-0.009968001395463943,-0.17737062275409698,4.90724515914917,-0.3762320280075073,22.76892852783203,8.670194625854492,0.7659299969673157,0,0,0,1,0,0,0,0,0,0,0.5097505758146967,NA,2.6390573978424072,36.83333206176758,4.280132293701172,7.989272117614746,1,0,NA,NA,NA,2181.832763671875,937.62347412109375,2.5623319149017334,3.4946043491363525,0.1445985734462738,0.243755042552948,0.27696096897125244,0.20198020339012146,NA,NA,NA,NA,0.0045112199150025845,0,0,34,36,36,36,34,33,35,35
Iran,NA,NA,NA,NA,0.6510628325391418,0.24287783433936155,NA,NA,0.5923756931280282,0.4038290715966327,NA,NA,0.6283803619010474,0.3716196380989526,NA,NA,0.6035165003401083,0.3909793724604909,NA,NA,0.41267085923704144,0.5873291407629586,NA,NA,0.5418269119189174,0.4574569948321962,NA,NA,0.514719758379246,0.4845749764051588,NA,NA,0.4270055025858806,0.5695075194881069,NA,NA,0.3738977294921191,0.626102270507881,NA,NA,0.14578143725581047,0.6283331731857247,0.19913423909771913,0.6661082523848825,0.25976292475952056,0.0626865387456235,0.4929247271063852,0.44657445581000577,0.04682865478756045,61.8480785529076,NA,45.40241523226411,NA,NA,NA,NA,-0.38071906566619873,0.3378799855709076,0.5509329438209534,0.11850626766681671,0.5904965400695801,0.3004699945449829,6.217617988586426,0.6931170225143433,17.630409240722656,20.803794860839844,0.4933370053768158,0,0,0,1,0,0,0,0,0,0,2.4452890354913763,0.7068642377853394,2.1972246170043945,35.66666793823242,8.141335487365723,7.935098171234131,1,0,NA,NA,41,1762.5435791015625,730.24652099609375,2.4579403400421143,NA,0.3363974690437317,0.3452587127685547,0.036016084253787994,0,NA,14,41,59,0.0046468027867376804,0,0,28,25,27,27,29,30,28,26
Kuwait,NA,NA,NA,NA,NA,NA,0.5884374645148163,0.28316452202489667,0.7173734614390929,0.2677878331911299,0.8618770356818303,0.13513804320756753,0.7244146672096928,0.27080394477004915,0.7878366140944,0.2097026091722024,0.6598824578678233,0.3345668333119416,0.6343211494609038,0.3553620390471351,0.35660024763104464,0.6402654599165677,0.31611776650310935,0.6759084144530343,0.38908041260843296,0.607316935284072,0.32842494391040183,0.6383903523071882,0.422774119352238,0.5728049179171608,0.26035912269646483,0.7386416343058019,0.2527318516690954,0.7434169584771891,0.16960671549489661,0.7952775971221935,0.2606635982420971,0.7372665781078804,0.24267223048766196,0.754996202517627,0.11548137226616637,0.5078500770767076,0.287197193040804,NA,NA,NA,0.5926999225038134,0.2674361429111764,0.08970234898250437,71.62834237885984,76.06766363714395,33.63700459005764,26.270351766104042,3.69,3.66,3.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44,43,44,49,41,39,41,40
Lao People's Democratic Republic,NA,NA,NA,NA,0.34320159568606023,0.2101407557587492,NA,NA,0.9129335232327682,0.07755058754031219,NA,NA,0.6676981482326012,0.32970174698749916,NA,NA,0.8224029537319917,0.16545596190541367,NA,NA,0.4171166769477771,0.578196711387127,NA,NA,0.33502821490353657,0.6487361610768968,NA,NA,0.21010349736679163,0.7603874850261018,NA,NA,0.26178342804342064,0.7269393433797253,NA,NA,0.31298984263095975,0.6849574211633866,NA,NA,0.03334961081573028,0.07207198941862408,0.806465016868017,0.29207569057719757,0.30731604074647606,0.2589916817914218,0.1845615147423673,0.28586843532606854,0.42709358224024113,67.02243257145238,NA,30.74043319784982,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Morocco,NA,NA,NA,NA,0.5437398158055146,0.1746684961741083,NA,NA,0.6886215616772515,0.2839768313166287,NA,NA,0.623280566517675,0.3528231618945284,NA,NA,0.4466635369367966,0.48994108402117287,NA,NA,0.4565043371857638,0.5374748431133388,NA,NA,0.5101011647207927,0.48036010700831416,NA,NA,0.44534539506536047,0.5346474910845872,NA,NA,0.3222280596910741,0.6654267955126608,NA,NA,0.3894717183092682,0.5951918027567584,NA,NA,0.0493931157829116,0.26585476677949993,0.4568993556382368,0.3332065201360206,0.33776206660504665,0.14439038191242748,0.36399465926036645,0.31601407444911783,0.16480804510194141,60.71495461945514,NA,42.47301349944518,NA,NA,NA,NA,-0.31072527170181274,-0.06895921379327774,0.5531409382820129,-0.48759108781814575,0.5590382218360901,-0.09031475335359573,5.145977020263672,0.4943675100803375,19.848237991333008,18.2960205078125,0.17833399772644043,0,0,0,1,0,0,0,0,0,0,2.412564563362035,0.38625842332839966,0,34.03333282470703,5.048430442810059,7.611297607421875,1,0,0.4569999873638153,1.3883999586105347,46,2606.56982421875,1148.5867919921875,2.2868926525115967,NA,0.16077440977096558,0.3434675335884094,0.369719922542572,0.0034047493245452642,NA,14,46,68,NA,0,0,37,37,39,36,37,40,43,41
Sudan,NA,NA,NA,NA,NA,NA,0.615200854714911,0.2621167086355522,NA,NA,0.7231683119204874,0.26264989375227604,NA,NA,0.6371289523079632,0.35829538801179184,NA,NA,0.711390260911932,0.28860973908806803,NA,NA,0.2909115412835012,0.7067277581761128,NA,NA,0.23618704381837952,0.759838263851769,NA,NA,0.2981488350838844,0.6886286160953211,NA,NA,0.18528376272465266,0.8105198712199178,NA,NA,0.2238051848961647,0.7650712881380338,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65.81230795231639,NA,25.754504834354226,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,11,11,12,14,16,16,16
United Arab Emirates,NA,NA,NA,NA,NA,NA,0.2585900815730214,0.5044906298744339,0.7895166459392313,0.20354232840040354,0.768663700839349,0.2161849281646502,0.8116550307593662,0.18406739292878174,0.8193417797025346,0.17305974022627657,0.7844207710414489,0.21059355799864624,0.7409107567634514,0.24801210619444644,0.2690756559726532,0.7290362318508672,0.33948925963312243,0.6520074914754348,0.3230255496579992,0.6758571658518993,0.3414990734479997,0.6519603059597691,0.35803699506676046,0.6408794007745583,0.31211695127678213,0.6798458123378394,0.23352484799022208,0.7622773247398192,0.16309067994523563,0.827604687567188,0.2917320269253711,0.7039967676657503,0.2767065648576869,0.7152872990620295,0.16613513895120954,0.46159483851878313,0.36170162683406054,0.8177502088342236,0.11139901478233538,0.06309997026521454,0.46227611180396455,0.3655266163529393,0.16048504320671125,78.05968148747004,75.39892935385625,29.50790151226004,28.74399021766117,3.88,3.63,3.76,-0.09131865203380585,0.08651500195264816,0.07319600880146027,0.22190479934215546,0.15418167412281036,0.5071082711219788,6.784277439117432,0.35064584016799927,27.368051528930664,6.132529258728027,0.10262499749660492,0,0,0,1,0,0,0,0,0,0.009,0.7688347484451867,NA,1.7917594909667969,24.46666717529297,NA,10.557051658630371,1,0,NA,NA,25,425.944091796875,619.45654296875,NA,NA,NA,NA,NA,3.8447224142146297e-4,NA,NA,25,80,0.03470733016729355,0,0,68,69,70,70,66,71,70,71
Uzbekistan,NA,NA,NA,NA,0.4094974470385749,0.391558794476417,0.34678229537403965,0.22147309532739098,0.7815662563381673,0.19015478052143012,0.6305548759164403,0.31527247190010477,0.8306801884818777,0.1690235478542536,0.801334567895382,0.18560268837740518,0.8706772809250677,0.1181417406707935,0.8300275259902425,0.1518350283369039,0.258001467189371,0.7419985328106291,0.21390476384233467,0.7716336685392718,0.2092016649131801,0.7903572248469922,0.13415495807263259,0.8567994607581984,0.12782017806241305,0.8721798219375869,0.07397949883218527,0.922607905469826,0.22053543551916804,0.7772289934600669,0.1473077342054943,0.8424703721735002,0.22976128106556015,0.7676843718322247,0.19034798840535705,0.805291196325204,0.10603827823991044,0.3223504940463219,0.422519409096694,0.6957699540708855,0.176901230667402,0.057513172981366226,0.5831421475748803,0.2577414967157614,0.088568929747105965,80.25944701084634,75.45575252365822,20.90640053499386,14.707742289198832,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,17,18,19,21,22,23,25
China,NA,NA,NA,NA,NA,NA,NA,NA,0.8518343868604742,0.13306601903103085,0.7852974711259647,0.1999363302062073,0.8765678364942853,0.11882818211640381,0.805171640576248,0.19203119624724246,0.9043373289705806,0.08564300916901563,0.8279001078807385,0.16170869127984824,0.17897902399876803,0.8191589460525494,0.11670730645303849,0.876402463936831,0.23150475148733118,0.7611010599911301,0.2548519092622864,0.7348842285220755,0.3277616949163639,0.6653440993177293,0.36249430466391247,0.6284405240558798,0.091301673860459,0.9032149136160169,0.06722965865360041,0.9214785488850129,0.11627594624959622,0.8784050381276298,0.16166469333725567,0.8316300684021508,0.03863431795848837,0.4404771009416903,0.3861225648024693,0.6725228293749332,0.23635292557548884,0.032503078526840916,0.37469338867992774,0.48728972349910743,0.07264813037968992,80.84580908211892,70.78163926682801,18.91646181025037,19.905656928634894,3.55,3.54,3.54,0.3981046676635742,-0.01981012150645256,0.4793371856212616,0.025847053155303,0.5048251152038574,0.5528057813644409,6.909592628479004,0.7336404323577881,6.454926490783691,49.43061447143555,0.7650609612464905,0.11751790344715118,0,0,0,0,0,1,0,0,0.001,1.8780433851641132,0.3487800359725952,1.0986123085021973,39.91666793823242,12.282710075378418,7.563496112823486,0,0,0.9872000217437744,0.12240000069141388,20,3320.2783203125,1377.4615478515625,1.6396063566207886,3.305990695953369,0.5726001858711243,0.571300208568573,-0.49117904901504517,0.009086883757390751,NA,87,20,30,0.006556030362844467,0,0,39,40,36,37,40,41,39,41
Turkmenistan,NA,NA,NA,NA,NA,NA,NA,NA,0.5224737030077251,0.46568557781671854,0.6472740063435531,0.25905087136906696,0.7738486478885592,0.22559274675193342,0.7712701275646473,0.20634555790468484,0.48554049098735197,0.5083015780862229,0.7066161088360922,0.25522445739977606,0.17858063500504595,0.8185619776243751,0.3506748388078198,0.6297197179804862,0.20915189100758463,0.789554372229303,0.09334250670271178,0.8732884771015778,0.13807068739951908,0.8604523703097526,0.05024978187971959,0.9144522882600052,0.18429472227727328,0.8157052777227267,0.14932223423487792,0.8217979938844434,0.16102872346849437,0.8358227009915885,0.1924038684233798,0.7743616366748445,0.026168827581522378,0.5092059895674339,0.3937645172545118,NA,NA,NA,0.4099377761521531,0.49238982452482427,0.06578802961636745,63.262987008101575,NA,17.42253318315825,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,17,17,18,22,19,20,19
Central African Republic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.62559184030491,NA,26.3753440928302,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,25,24,24,20,23,26,25
Haiti,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.17956367460043,NA,29.68571849701636,NA,NA,NA,-0.3756559491157532,0.019328011199831963,-0.6985160708427429,0.2303871363401413,-0.5228543281555176,-0.1575143188238144,4.961697101593018,-0.6604177355766296,24.588809967041016,121.1157455444336,0.024800200015306473,1,0,0,0,0,0,0,0,1,0.146,2.361944211789113,NA,0.6931471824645996,18.549999237060547,3.0910425186157227,6.1317219734191895,0,1,-1.003600001335144,-0.7791000008583069,NA,3248.13671875,1523.107421875,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,4.083371313754469e-4,0,0,19,19,19,17,20,22,20,18
Suriname,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.006719468627125025,0.17821326851844788,0.16491937637329102,0.015116076916456223,0.09016276150941849,0.11636457592248917,5.712749481201172,0.18335045874118805,26.22065544128418,191.91709899902344,0.19685499370098114,1,0,0,0,0,0,0,0,1,0.173,0.30681804155357884,NA,0,5.866666793823242,NA,8.190367698669434,0,0,NA,NA,47,NA,NA,NA,NA,NA,NA,NA,0.9602530971169472,NA,NA,47,92,0.0053834072314202785,0,0,37,36,36,36,45,41,43,44
Bhutan,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63,63,65,65,65,67,68,68
Seychelles,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52,54,55,55,NA,60,66,66
Bahamas,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71,71,71,NA,66,65,65,64
Barbados,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,76,75,74,NA,61,68,68,62
Brunei Darussalam,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55,60,NA,NA,58,62,63,60
Saint Vincent and the Grenadines,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62,62,62,NA,60,58,58,59
Cabo Verde,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,58,57,55,59,55,57,58
Dominica,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58,58,58,NA,59,57,57,55
Saint Lucia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71,71,71,NA,60,55,55,55
Grenada,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56,52,52,53
Oman,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47,47,45,45,45,44,52,52
Cuba,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48,46,46,47,47,47,47,48
